,UTC Datetime,Local Datetime,countlineId,countlineName,Sensor Number,direction,Pedestrian
119,06/05/2021,06/05/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2258
120,06/06/2021,06/06/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,226
121,06/06/2021,06/06/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,47
122,06/06/2021,06/06/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1500
123,06/06/2021,06/06/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1670
124,06/06/2021,06/06/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,1922
125,06/06/2021,06/06/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1274
126,06/07/2021,06/07/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,154
127,06/07/2021,06/07/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,57
128,06/07/2021,06/07/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1218
129,06/07/2021,06/07/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1410
130,06/07/2021,06/07/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,1992
131,06/07/2021,06/07/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1585
132,06/08/2021,06/08/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,184
133,06/08/2021,06/08/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,88
134,06/08/2021,06/08/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1683
135,06/08/2021,06/08/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1762
136,06/08/2021,06/08/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2643
137,06/08/2021,06/08/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2003
138,06/09/2021,06/09/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,181
139,06/09/2021,06/09/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,75
140,06/09/2021,06/09/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1440
141,06/09/2021,06/09/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1670
142,06/09/2021,06/09/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2589
143,06/09/2021,06/09/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,1871
144,06/10/2021,06/10/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,181
145,06/10/2021,06/10/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,65
146,06/10/2021,06/10/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1354
147,06/10/2021,06/10/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1672
148,06/10/2021,06/10/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2740
149,06/10/2021,06/10/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2103
150,06/11/2021,06/11/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,237
151,06/11/2021,06/11/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,89
152,06/11/2021,06/11/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1703
153,06/11/2021,06/11/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,1900
154,06/11/2021,06/11/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,2890
155,06/11/2021,06/11/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,out,2250
156,06/12/2021,06/12/2021 01:00,22989,S1_georgeSt_dlr001,S1,in,324
157,06/12/2021,06/12/2021 01:00,22989,S1_georgeSt_dlr001,S1,out,105
158,06/12/2021,06/12/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,in,1740
159,06/12/2021,06/12/2021 01:00,22988,S1_georgeSt_pathLHS_dlr001,S1,out,2014
160,06/12/2021,06/12/2021 01:00,22990,S1_georgeSt_pathRHS_dlr001,S1,in,3588
